,Herbivore.Insectivore.Rho,Herbivore.Insectivore.P,Herbivore.Insectivore.p.adj,Herbivore.Omnivore.Rho,Herbivore.Omnivore.P,Herbivore.Omnivore.p.adj,Insectivore.Omnivore.Rho,Insectivore.Omnivore.P,Insectivore.Omnivore.p.adj,Herbivore.Vertivore.Rho,Herbivore.Vertivore.P,Herbivore.Vertivore.p.adj,Insectivore.Vertivore.Rho,Insectivore.Vertivore.P,Insectivore.Vertivore.p.adj,Omnivore.Vertivore.Rho,Omnivore.Vertivore.P,Omnivore.Vertivore.p.adj,Carnivore.Herbivore.Rho,Carnivore.Herbivore.P,Carnivore.Herbivore.p.adj,Carnivore.Omnivore.Rho,Carnivore.Omnivore.P,Carnivore.Omnivore.p.adj
CA11,-1.08152135621542,1,1,-0.655210564248643,1,1,0.385833019627078,1,1,-1.82460805696073,0.408361180295086,1,-0.890461052237869,1,1,-1.21070339316449,1,1,1.67120094988204,0.284045978134899,0.781230562296974,0.832052377832169,1,1
ISOC2,1.08730362737138,1,1,0.578462007502796,1,1,-0.492279344937964,1,1,1.43977356166699,0.899588840588204,1,0.551866735693515,1,1,0.960141884254072,1,1,-1.5112054588045,0.39220833613905,0.954969705030437,-0.799763945160915,1,1
CD22,2.36272043527699,0.108848093782312,0.588156126345347,0.704751195244607,1,1,-1.56381085973684,0.707171959196922,1,3.48418910316169,0.00296178349856454,0.0894283438100184,1.52576334976253,0.762412867459901,1,2.81978031860281,0.0288339219762698,1,-3.44431162844504,0.00171754625284986,0.0265432534194284,-2.43826764772569,0.0442735280618179,0.499149933956153
GSC2,0.796533277250813,1,1,0.676884315933985,1,1,-0.139204467865069,1,1,1.22392527061859,1,1,0.639180569657264,1,1,0.750744393190072,1,1,-1.15255198818488,0.747282958271119,1,-0.410494378273293,1,1
KCNQ1,-1.86641209215097,0.371902395724396,1,-0.870988803418275,1,1,1.01638275008021,1,1,-0.458916289784492,1,1,1.06297467267402,1,1,0.217905031917164,1,1,1.53531907645576,0.374116411542343,0.928699896047047,0.557557848493742,1,1
TRIB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OTUD5,-1.03198054028641,1,1,-0.148432695240064,1,1,0.819414567458678,1,1,-0.182073958065864,1,1,0.546101022465342,1,1,-0.0701520182188752,1,1,0.889271579799488,1,1,0.666443675644151,1,1
GPKOW,2.17752853958079,0.176646928812101,0.796903438250079,0.495388089026816,1,1,-1.58658411880799,0.675641199785078,1,0.55240734405822,1,1,-1.13487446374986,1,1,0.160398036084162,1,1,-1.86125730566255,0.188123547753455,0.601915129549753,-1.20770667929406,0.681480323793792,1
AQR,-1.46930472748451,0.850500930853081,1,0.0168725163506412,1,1,1.39859347769056,0.971609539989159,1,1.14853360604836,1,1,2.14548066905707,0.191486612305049,1,1.09356286304262,1,1,0.545917155375389,1,1,0.523032256998142,1,1
LMCD1,-0.534680008410504,1,1,-0.921173059043936,1,1,-0.322438487698333,1,1,0.00587203175666594,1,1,0.377480645059932,1,1,0.632019171417249,1,1,0.411885154264398,1,1,-0.517615964504592,1,1
PSMC4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FNDC8,-0.564083540754378,1,1,0.547746143570915,1,1,1.03012993091483,1,1,1.35607469383997,1,1,1.70562756543501,0.528464662253601,1,0.896248429463266,1,1,-0.226765867961419,1,1,0.34039192084072,1,1
ACAP1,-1.07566473866231,1,1,-0.680547225986801,1,1,0.409810185052872,1,1,-3.52208971394343,0.00256895533301902,0.0826806697094835,-2.44956489825109,0.0858173592562345,1,-2.87650070794399,0.0241266776071494,0.975732642030672,2.53076323804177,0.0341443937368022,0.200187767171056,1.66907792874018,0.285305810337872,1
DERL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOX3,2.42043410730761,0.0930119310604461,0.532104868766854,1.03200270736141,1,1,-1.35382284016302,1,1,1.17636764198903,1,1,-0.650033816035754,1,1,0.406623015992869,1,1,-2.38567567240131,0.0511433343239709,0.258926071142209,-1.1904703307161,0.70158475356519,1
ANO8,1.85661149541833,0.380198683662834,1,3.26965799361253,0.00646065517182325,0.430710344788217,1.24359251759014,1,1,2.93103362619059,0.0202701726316099,0.279679898002654,1.40368809776954,0.962470489442091,1,0.425057164326535,1,1,-2.76352722113507,0.0171540967946751,0.125690613525827,0.733452258999591,1,1
ICAM3,2.41187625058144,0.0952240032779912,0.540840634358538,1.71372956724729,0.519470424303665,1,-0.747337441222127,1,1,0.67014315970312,1,1,-1.30701729794419,1,1,-0.698657384459788,1,1,-2.03191368150532,0.126487185690962,0.466355456628641,-0.159948708387166,1,1
CTTNBP2,-0.347978499736581,1,1,-2.28405325254223,0.134210408816052,1,-1.69085842319834,0.545183074233241,1,0.655546943519412,1,1,0.863506792604965,1,1,2.2487587458223,0.147167096231586,1,-0.0525307998932121,1,1,-2.27725999379734,0.068312113301708,0.611307240906272
ACTL6B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIF22,0.728082282424177,1,1,0.212351081660256,1,1,-0.474159566825091,1,1,1.35207614908447,1,1,0.790747081522909,1,1,1.14762996839543,1,1,-1.15794679093169,0.740657253136906,1,-0.834169736890297,1,1
PRSS22,0.825141573198524,1,1,0.56474033543798,1,1,-0.279901177663957,1,1,0.0670885105932559,1,1,-0.582550827244325,1,1,-0.362812164870191,1,1,-0.613002846265919,1,1,-0.00418553996417204,1,1
YTHDC2,-2.47688846735246,0.0795199862533844,0.48206053322711,0.617842915739813,1,1,2.81860574770414,0.0289396322414287,0.461844176479061,-0.486963331417482,1,1,1.36130277453011,1,1,-0.910336738436824,1,1,2.08773471083838,0.110465315671475,0.427064082997462,2.47818603613318,0.0396156817211106,0.475198177383681
TMEM161A,1.79181413072768,0.438976467083541,1,1.62524743835544,0.624659076729165,1,-0.244406793411282,1,1,0.680640593786503,1,1,-0.668072677706929,1,1,-0.492819456758684,1,1,-1.6718560743186,0.283658118936979,0.780449895997121,0.04598438282713,1,1
FOXJ2,2.04807939783573,0.243313321511841,0.978996733550864,0.231178628018171,1,1,-1.67519585424144,0.563374864280425,1,-0.516247417961928,1,1,-1.92742813285923,0.323557778435226,1,-0.654377312915715,1,1,-1.36676964452992,0.515092560977466,1,-1.0101289551683,0.937300534085079,1
GOLGA5,0.785073917788702,1,1,-0.183984136922103,1,1,-0.897229065397681,1,1,-1.53138744737803,0.754041987472953,1,-2.01227408123397,0.265146318345538,1,-1.33488701874841,1,1,0.112158957491182,1,1,-0.0792422372285985,1,1
PPP2R5B,-1.3240030653788,1,1,-0.693503392554708,1,1,0.511268794444256,1,1,-0.719850243952204,1,1,0.178337329738598,1,1,-0.200480236032367,1,1,1.36036809711931,0.521140406608656,1,0.479200229066911,1,1
PYGM,-2.17633098394137,0.177183122008613,0.79823039434517,0.0281608043357161,1,1,2.09473642922455,0.217166573816231,1,-1.2964549468327,1,1,0.330086266535725,1,1,-1.2783013312937,1,1,2.25841639629703,0.0717591343468169,0.320426810836318,2.15155817976502,0.0942965067157128,0.707860620198092
BCL3,2.24130646118407,0.150037384361467,0.71628286614322,1.00250291401871,1,1,-1.11032256782133,1,1,0.935547096630696,1,1,-0.694095161395719,1,1,0.169780434089809,1,1,-2.14748110613693,0.0952649993309538,0.38605639684548,-0.915620420183539,1,1
PRLH,-1.72597393345406,0.50611261400045,1,-0.141205119889864,1,1,1.49902839038663,0.80319760242673,1,-1.85043625442235,0.385504186316001,1,-0.451618764188617,1,1,-1.67793666973523,0.5601567776475,1,2.1651545438638,0.0911275562985406,0.374169843948973,1.87035067709296,0.184305409439343,0.959974652567434
FSTL3,0.408500346756602,1,1,0.226877348118598,1,1,-0.172986375177926,1,1,0.391083062898785,1,1,0.0818044434723,1,1,0.216546907661533,1,1,-0.49356284985676,1,1,-0.224386068193464,1,1
EPHA8,0.410755296091036,1,1,0.808689816473805,1,1,0.344177975492724,1,1,0.517483786578336,1,1,0.175093437882159,1,1,-0.103752271699046,1,1,-0.551302590724071,1,1,0.297824432067404,1,1
TRIP13,-0.695626002741053,1,1,0.783743626595675,1,1,1.37091069494272,1,1,-1.1235901081239,1,1,-0.550853875522958,1,1,-1.65233390965477,0.590799001589493,1,1.04371754052065,0.889848276175256,1,1.7588954524108,0.235785803224328,1
VASH1,-0.869053358339421,1,1,0.0511248591086964,1,1,0.8541848464848,1,1,0.747255994214003,1,1,1.31941758577373,1,1,0.682198651115585,1,1,0.361336895802006,1,1,0.381950627032082,1,1
KRT14,-1.92238714978117,0.327342367779286,1,-2.00552949807224,0.269438822829081,1,-0.0909962824338193,1,1,0.224416921306055,1,1,1.61028108337618,0.644019041996884,1,1.67628442881462,0.562094960627074,1,1.33824270109212,0.542452000398459,1,-0.808742969473184,1,1
KRT20,-4.81635215501834,8.77238408939763e-06,0.00102004466155786,-3.53037293992193,0.00248984568008743,0.30865855538274,1.60946508419093,0.645088102860281,1,-4.54186069367287,3.3455930347682e-05,0.00800483888730736,-0.792628762687017,1,1,-2.08895509484273,0.220270593643069,1,5.82209322572574,1.74345345583786e-08,6.08424710658207e-06,2.17817295045507,0.0881794892736202,0.689924306913652
HSD17B10,1.5669019118383,0.702825724403391,1,-0.574129903716698,1,1,-1.95689490047697,0.302158957475746,1,0.513625071123487,1,1,-0.595065926467874,1,1,0.880129200571126,1,1,-1.45165108300964,0.439795941757111,1,-1.87351740478766,0.182990914865443,0.957114558546821
FGF4,0.67111266218906,1,1,0.500788320405088,1,1,-0.203750832629758,1,1,0.199484844669558,1,1,-0.244749012079153,1,1,-0.109826671147232,1,1,-0.626126264829514,1,1,-0.116781867885947,1,1
ST6GAL1,2.30467699667653,0.127108020844325,0.647943731391889,3.44999244786743,0.00336361341787581,0.325555076316078,0.89179502400053,1,1,1.76940618112936,0.460956689136077,1,0.0147683635039386,1,1,-0.683034152968203,1,1,-2.58294434579842,0.0293883372225378,0.179780427379291,0.973895274366834,0.990325621079247,1
TIMM21,1.01758506443936,1,1,-0.476792410752861,1,1,-1.35869975838315,1,1,-1.88285206319285,0.358322514922009,1,-2.48582596374576,0.0775506944848492,1,-1.44549815382008,0.889908067223429,1,0.198987291403423,1,1,-0.281241928969012,1,1
BPIFB2,2.02492403710074,0.257250989787011,1,-0.420462006782891,1,1,-2.22642429634918,0.155914647364964,1,-1.0165913439497,1,1,-2.29830942827818,0.129265105345173,1,-0.701516581028564,1,1,-1.13998127029847,0.762882312883104,1,-1.42688728761354,0.460837156959568,1
REXO1,0.0494593924247562,1,1,2.37927629705245,0.104080010024665,1,2.07475851980633,0.228053524410772,1,-0.058689623449583,1,1,-0.0915066500844748,1,1,-1.85823463912746,0.378814205916472,1,-0.00649112243735701,1,1,2.33343100076494,0.0588766073753068,0.574075614213031
MKRN2,2.60895084341403,0.0544921725936299,0.375635380930353,3.50535107462665,0.00273603322499287,0.32490401423418,0.717432360773095,1,1,2.35520513468603,0.111074897327743,0.741238497525453,0.367769182433179,1,1,-0.1842922883889,1,1,-3.08218611632741,0.00616458945641977,0.0626255164223705,0.621844711753166,1,1
GPATCH1,0.438809314492,1,1,-1.27211830087465,1,1,-1.56893829275968,0.699973908874403,1,0.507960476978093,1,1,0.151794135947045,1,1,1.42423082366001,0.926277989423769,1,-0.566136532753282,1,1,-1.79795485711883,0.21655248549121,1
KEAP1,2.28195840792867,0.134950775613624,0.671872992861447,1.77490118580494,0.455485226847815,1,-0.554303001277205,1,1,2.59208731586484,0.0572373338322835,0.508256680175599,0.838328461982158,1,1,1.28638252600746,1,1,-2.96890284354729,0.00896595222862212,0.0807097055445132,-0.982120400677671,0.978121608449457,1
P2RY10,-1.48350772077685,0.82763740002225,1,0.560280131250177,1,1,1.88764006732084,0.354445723560249,1,2.01575776291318,0.262951873090934,1,2.92913424151813,0.0203944553034939,0.565390093607765,1.56267159889023,0.708779147563374,1,0.230445916975431,1,1,0.756848727751386,1,1
TNS1,-0.957295737872649,1,1,-2.52273810156542,0.0698670534594269,1,-1.34656104126632,1,1,-0.995039400873807,1,1,-0.241324657930381,1,1,0.818188519168804,1,1,1.19148684447124,0.700387554349533,1,-1.37084223054277,0.511272429370423,1
NGFR,-0.0169653081434572,1,1,-0.359775174265026,1,1,-0.312488193526998,1,1,-0.243838723499615,1,1,-0.219005698755356,1,1,0.0234732002926113,1,1,0.123259864409766,1,1,-0.245275644624195,1,1
NTN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISOC1,0.957439981025882,1,1,-0.0527674197019156,1,1,-0.919019404082289,1,1,1.528377439634,0.758513117274433,1,0.734118433694792,1,1,1.48203004211487,0.829993808981013,1,-1.459382573603,0.433379518871969,1,-1.35264072715733,0.528511304158701,1
MNT,-0.75688808463458,1,1,0.547536775848417,1,1,1.19159701126325,1,1,0.885464328345078,1,1,1.37097107252515,1,1,0.462423618642411,1,1,0.177255212800791,1,1,0.698364285761818,1,1
AP3M2,1.23478913098208,1,1,-0.0349501663744317,1,1,-1.13184134551798,1,1,2.0316661543882,0.253124787132308,1,1.00411358640872,1,1,1.9198872353057,0.329232867662256,1,-1.91167400989078,0.167754059805101,0.560150739082186,-1.69368509140644,0.270975416796763,1
LAPTM4A,-1.55361970183581,0.721650941646834,1,-0.211833857222556,1,1,1.18029999724142,1,1,-0.870439922492046,1,1,0.308344845210948,1,1,-0.649355955277458,1,1,1.57359983532092,0.346739974074561,0.884825653270659,1.14943487882566,0.751130114411302,1
PTPN18,-0.110618599996605,1,1,0.567471586857318,1,1,0.571987169529299,1,1,-0.910443722849676,1,1,-0.739327105170389,1,1,-1.24392407079586,1,1,0.544710717418862,1,1,1.01031081651023,0.937039201631208,1
STK10,2.17661273676952,0.177056844309862,0.79823039434517,2.02573017621634,0.256754655540577,1,-0.206949873207901,1,1,1.63908494791095,0.607173416327501,1,-0.0685191122476571,1,1,0.0974475759273156,1,1,-2.40673725857515,0.0482872353947595,0.248831818109121,-0.196336407057326,1,1
TBX21,1.61937817669412,0.632195516415742,1,1.91830339575714,0.330435312651693,1,0.176836774650417,1,1,0.849135979365432,1,1,-0.359972060332012,1,1,-0.509779040191317,1,1,-1.63443584960213,0.306502097679063,0.819315588283255,0.361017219384566,1,1
MRPS34,-0.051680223673352,1,1,0.388390295447887,1,1,0.390371330302133,1,1,-0.706238331605881,1,1,-0.622806437125992,1,1,-0.945849628584153,1,1,0.36674793649321,1,1,0.714742264055727,1,1
MAP2K5,-0.199784416537266,1,1,0.114436324331857,1,1,0.285419211632352,1,1,-0.179081058929906,1,1,-0.026097553234248,1,1,-0.25127534053052,1,1,0.233861077868597,1,1,0.321005030360152,1,1
TIGAR,2.32980786405623,0.118897850082821,0.619340619369828,3.72365447218675,0.00117815774456697,0.230775723095173,1.14396637766786,1,1,4.27076650507865,0.0001168813676137,0.0140636946011459,2.31917518277241,0.122313237167734,1,1.46416908883876,0.858886522976073,1,-3.77013203322774,0.000489483615565128,0.0111290774775308,0.203239394408242,1,1
FGF20,0.959881257085144,1,1,0.194293425855278,1,1,-0.705459130359845,1,1,1.91158296042275,0.335578239700546,1,1.08525649959046,1,1,1.67282275035425,0.566173168849507,1,-1.6462907261381,0.299111753676388,0.808879253138923,-1.27795900441404,0.603791644535154,1
MTMR7,-0.468815658539942,1,1,1.6455471101572,0.599142215375817,1,1.89149352044352,0.351350970754697,1,0.596513554718365,1,1,0.897298753834075,1,1,-0.607859465084575,1,1,0.0663398692266987,1,1,1.6685934999339,0.285593903846631,1
CPB2,-0.448260703125278,1,1,-1.79095572519698,0.439802401059993,1,-1.17771291749025,1,1,-0.544815867978389,1,1,-0.178040199019795,1,1,0.770279865782326,1,1,0.594477070772742,1,1,-1.2180451718537,0.669620422158991,1
FAM107B,2.88326177493044,0.0236148130664752,0.220494804397887,1.51349793575112,0.780919350604554,1,-1.28136140639123,1,1,1.68935920527841,0.546903682675693,1,-0.418177296661765,1,1,0.562488328790583,1,1,-2.9933016834624,0.00827930403794034,0.076552604638188,-1.21474616671293,0.673388755774407,1
CDK13,0.383736225656619,1,1,-0.62686573045866,1,1,-0.914961557309444,1,1,-1.08137191995925,1,1,-1.29293477296724,1,1,-0.571550567755764,1,1,0.20724326415104,1,1,-0.432732948091405,1,1
TSPAN32,0.681900595516571,1,1,-1.17341795304686,1,1,-1.67317315711288,0.565759278245903,1,-1.26291629969476,1,1,-1.69212388640481,0.543734129815352,1,-0.325415892631063,1,1,0.183602383568571,1,1,-0.990202784301711,0.966225035752687,1
TRAM2,2.66591936368088,0.0460668637493611,0.338395179353779,-0.690995440425153,1,1,-3.09221809479383,0.011920009785438,0.284804077556383,1.10313824240589,1,1,-0.841110813635377,1,1,1.5261017146393,0.761907210797178,1,-2.56016705540429,0.0313865574669036,0.188250552951818,-3.01691667296628,0.0076607999031154,0.21938542623311
CLDN18,1.04905202193309,1,1,3.48761130580181,0.00292413612810762,0.32490401423418,2.24099882331656,0.150156907369168,1,1.96263541987755,0.298131311945192,1,1.10746735190096,1,1,-0.661920329777887,1,1,-1.68813661879307,0.27415501947801,0.764678479979,1.96466091231223,0.148360490497501,0.870327412199182
NDUFB4,3.31614217761791,0.00547616296347543,0.0872000471890993,0.563549938620306,1,1,-2.54917367472796,0.0647871071764849,0.711711074096329,3.05764395312213,0.0133850677894782,0.216620547415749,0.649736609023643,1,1,2.5530154873178,0.0640768484649599,1,-3.95550039460918,0.000229123866398845,0.00662472589437586,-3.03623621661922,0.00718654837308167,0.210627626731374
HEATR6,3.5596260596253,0.00222829939267117,0.0462943087120049,-0.272758660053704,1,1,-3.60754281905062,0.00185466322383512,0.103419882369988,0.784279546918674,1,1,-1.96819196882345,0.29427572393604,1,0.954476260359652,1,1,-2.98207496919224,0.00858905642086971,0.0783363550828695,-3.04741600266865,0.00692454078043114,0.207735705708439
ERLEC1,1.10261666133981,1,1,1.04658853230732,1,1,-0.088864977112802,1,1,2.97873844522461,0.0173662637827895,0.254852469876983,2.08968522541821,0.219876510380127,1,2.18802481702905,0.172006767879985,1,-2.1562541218949,0.0931914825702859,0.380195144493056,-0.944237826930709,1,1
TMEM131,-0.445121939364574,1,1,1.21197783278621,1,1,1.45751239892875,0.869849947852103,1,2.32856726810175,0.119292010585268,0.775863649071057,2.45962671130528,0.0834489550354957,1,1.33278593013622,1,1,-0.836137342116384,1,1,0.415418053847576,1,1
TMEM38A,1.36060942178051,1,1,2.01035707142276,0.266360463182586,1,0.54389479184577,1,1,1.49933717491371,0.802717097575804,1,0.424475261891649,1,1,-0.00276427411062527,1,1,-1.73741700113222,0.24694077754056,0.712751165180543,0.405715421736235,1,1
ACTR6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAP,-0.918901825366338,1,1,-1.02018495463408,1,1,-0.0425789544081286,1,1,-1.03479317267741,1,1,-0.331838655516191,1,1,-0.308879679725124,1,1,1.16987286754426,0.726156402572191,1,0.100870593425443,1,1
DMRT3,-0.68274509845135,1,1,0.240012746202196,1,1,0.862089913599863,1,1,-2.37501479645551,0.105289480344548,0.723376832893969,-1.73076186992634,0.500965471365856,1,-2.47165230350576,0.0806941499395372,1,1.62644052784378,0.311567925682473,0.828528848625057,1.76456307713579,0.232911676555723,1
GAL3ST2,0.209059501339024,1,1,1.42696180707717,0.921545422333059,1,0.984941172897499,1,1,-1.39355046414409,0.980720376017997,1,-1.40392059671736,0.962054973702109,1,-2.34785147514678,0.113292293748352,1,0.587920745135819,1,1,1.89209972256597,0.175433085872181,0.940039873009986
UHRF1BP1,3.14327574481131,0.0100241025600543,0.127559387384655,1.18026086652477,1,1,-1.89637097388113,0.347466043536615,1,2.24080083717664,0.15023387224243,0.886129628374142,-0.251967604199348,1,1,1.28908664255909,1,1,-3.40536103457639,0.0019822990103974,0.029335679437893,-1.98032544149227,0.143000915435988,0.856495926986456
OSTM1,1.01461219112493,1,1,3.68183325733313,0.00138937707841041,0.249687893408315,2.25140626002772,0.146158908058113,1,0.970658852487714,1,1,0.157285741841894,1,1,-1.67237199852641,0.566705941113332,1,-1.23548720269051,0.649947709008932,1,2.41846900935285,0.0467579194387848,0.510323559882881
SLC13A1,0.647986235179768,1,1,0.864231837381256,1,1,0.157002354069856,1,1,3.26138092586446,0.00665225923633888,0.146406937965033,2.5962307532572,0.0565516458573299,0.888127313684015,2.54835377564308,0.0649395898956361,1,-1.99451759690174,0.138286556612211,0.493373292563681,-1.00295118573979,0.947653242599778,1
HSPB11,1.05344488361041,1,1,-0.330752097366502,1,1,-1.27007160545406,1,1,1.95704118293371,0.302055759880702,1,1.11410520489449,1,1,2.09864536929011,0.215089042816055,1,-1.69462644091162,0.270438923743042,0.758899196560781,-1.86599971173142,0.186124217480929,0.963785455845868
STRADB,1.81304617258349,0.418948201053718,1,0.0848019809922108,1,1,-1.63512948869899,0.612131433481362,1,1.71773947526546,0.515064873694128,1,0.301182367912029,1,1,1.59840388500345,0.659718723461997,1,-2.1691438676468,0.0902152894313412,0.371918437590119,-1.93705661834001,0.158215268303492,0.895240692368856
DLG3,-2.61576975060803,0.0534159412267792,0.372842772639222,-1.27124787026394,1,1,1.29154735888179,1,1,-0.962100959856623,1,1,0.853629929042606,1,1,-0.0794040869343762,1,1,2.4810954109849,0.0392937925805147,0.218988104208943,1.04796111546009,0.883969567548483,1
PLOD1,-1.47950172341889,0.834037626471715,1,-0.937046122085341,1,1,0.558641679556027,1,1,-0.218908329352237,1,1,0.860437946526496,1,1,0.445063861529688,1,1,1.22413680754679,0.662701868595974,1,0.217736638396453,1,1
OXCT1,2.24920268669278,0.146997621744328,0.708308488970423,1.56351938515318,0.707582878406404,1,-0.651076031040288,1,1,1.48814924576044,0.820269232520898,1,-0.221949413104919,1,1,0.292723756738002,1,1,-2.39686746918964,0.0496077103783876,0.253719598479238,-0.613716139366261,1,1
FAM234B,0.339109884573196,1,1,-0.00820726590087414,1,1,-0.328664439230922,1,1,0.158897043587482,1,1,-0.101862993179745,1,1,0.159424864121136,1,1,-0.328828655278503,1,1,-0.315632460652466,1,1
